player;age;games;min;weight;height;points;a_field_goals;p_field_goals;p_efg;p_2points;a_3points;p_3points;prop_2p;prop_3p;a_free_throws;p_free_throws;p_true_shooting;oreb;dreb;reb;p_oreb;p_dreb;p_reb;assist;tov;steal;blocks;fauls;off_rtng;def_rtng;net_rtng;plus_minus;p_usage
Damian Lillard;31;29;36.4;195;6,2;24;19;0.402;0.486;0.374;9.8;0.324;0.486;0.514;6.2;0.878;0.55;0.4;3.7;4.1;0.012;0.104;0.057;7.3;2.9;0.6;0.4;1.3;113;114.8;-1.8;-1;0.288
Damion Lee;29;63;19.9;210;6,5;7.4;6.1;0.441;0.523;0.454;3;0.337;0.512;0.488;1.2;0.88;0.561;0.4;2.8;3.2;0.022;0.136;0.081;1;0.6;0.6;0.1;1.5;109.3;106.5;2.8;1.5;0.156
Damyean Dotson;28;2;10.3;210;6,5;2;2;0.5;0.5;1;0.5;0;0.75;0.25;0;0;0.5;0;1;1;0;0.111;0.056;0.5;0;0;0;0;109.8;110.5;-0.8;1.5;0.089
Daniel Gafford;23;72;20.1;234;6,9;9.4;5.7;0.693;0.693;0.842;0;0;0.998;0.002;2.1;0.699;0.708;2.2;3.5;5.7;0.107;0.169;0.139;0.9;0.9;0.4;1.4;2.4;108.6;115.5;-6.9;-2.9;0.16
Daniel Oturu;22;3;9.1;240;6,8;3;2;0.5;0.5;0.667;0.3;0;0.833;0.167;1.7;0.6;0.549;0.3;1.3;1.7;0.036;0.148;0.091;0;0;0;0.7;0.3;94.8;131.7;-36.8;-8;0.125
Daniel Theis;30;47;20.8;245;6,9;8.2;6.2;0.519;0.576;0.615;2.3;0.308;0.632;0.368;1.5;0.681;0.595;1.3;3.6;4.9;0.061;0.159;0.113;0.9;1;0.4;0.7;2.4;104.4;108.4;-3.9;-1.9;0.162
Danilo Gallinari;33;66;25.3;236;6,10;11.7;9;0.434;0.528;0.381;4.5;0.381;0.508;0.492;2.4;0.904;0.579;0.5;4.1;4.7;0.021;0.161;0.092;1.5;0.6;0.4;0.2;1.4;116;112.6;3.4;1.6;0.182
Danny Green;35;62;21.8;215;6,6;5.9;5.2;0.394;0.555;0.126;4.4;0.38;0.153;0.847;0.2;0.786;0.561;0.5;2;2.5;0.025;0.091;0.059;1;0.7;1;0.6;1.7;111.5;108.5;3;1.3;0.121
Danuel House Jr.;29;42;17.3;220;6,6;5.9;4.7;0.404;0.515;0.29;2.8;0.376;0.409;0.591;1.4;0.759;0.555;0.4;2.2;2.6;0.023;0.118;0.07;1;0.8;0.5;0.4;1.2;109.4;105.5;3.8;1.5;0.146
Darius Bazley;22;69;27.9;208;6,8;10.8;9.4;0.422;0.484;0.521;3.9;0.297;0.586;0.414;2.5;0.688;0.515;1;5.3;6.3;0.034;0.176;0.104;1.4;1.3;0.8;1;1;101.8;113.1;-11.3;-6.8;0.18
Darius Garland;22;68;35.7;192;6,1;21.7;17.3;0.462;0.536;0.5;6.7;0.383;0.613;0.387;3.5;0.892;0.576;0.6;2.7;3.3;0.017;0.074;0.046;8.6;3.6;1.3;0.1;1.7;113.6;106.9;6.6;5.5;0.272
Darren Collison;34;3;12.4;160;6,0;1.3;2.3;0.286;0.286;1;1;0;0.571;0.429;0;0;0.286;0;1.3;1.3;0;0.091;0.044;0.7;0.3;0.3;0;1.7;98.9;117.2;-18.4;-4.7;0.077
David Duke Jr.;22;22;15.5;204;6,4;4.7;4.9;0.361;0.403;0.577;1.7;0.243;0.657;0.343;1;0.81;0.444;1.4;1.7;3;0.077;0.105;0.09;0.8;0.4;0.6;0.3;1.6;110.7;110.6;0.1;-0.5;0.15
David Johnson;21;2;1;203;6,4;0;0.5;0;0;0;0.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;125;-75;-1;0.143
David Nwaba;29;46;13.2;219;6,5;5.1;3.8;0.483;0.526;0.601;1.1;0.306;0.722;0.278;1.5;0.716;0.567;0.9;2.4;3.3;0.061;0.179;0.117;0.8;0.5;0.6;0.4;1.2;106.9;115.9;-9;-2.5;0.15
Davion Mitchell;23;75;27.7;202;6,0;11.5;11.2;0.418;0.477;0.583;4.3;0.316;0.62;0.38;1.1;0.659;0.489;0.4;1.8;2.2;0.015;0.062;0.038;4.2;1.5;0.7;0.3;1.9;105.3;111.3;-6;-3.7;0.202
Davis Bertans;29;56;14.4;225;6,10;5.6;4.9;0.36;0.5;0.141;4.1;0.335;0.164;0.836;0.7;0.9;0.531;0.2;1.9;2.1;0.014;0.127;0.071;0.6;0.3;0.3;0.2;1.5;109.5;108.5;1;0.5;0.165
Davon Reed;27;48;13.9;206;6,5;4.4;3.4;0.503;0.618;0.421;1.8;0.43;0.466;0.534;0.3;0.667;0.624;0.3;2;2.3;0.021;0.14;0.081;1.1;0.3;0.5;0.2;1.3;109.8;109.5;0.3;-0.5;0.117
Day'Ron Sharpe;20;32;12.2;265;6,9;6.2;4.7;0.577;0.584;0.848;0.2;0.286;0.953;0.047;1.3;0.585;0.593;2.5;2.5;5;0.197;0.198;0.198;0.5;0.9;0.3;0.5;1.9;115.6;108.8;6.9;1.8;0.205
De'Aaron Fox;24;59;35.3;185;6,3;23.2;18.5;0.473;0.506;0.647;4.2;0.297;0.772;0.228;5.9;0.75;0.549;0.4;3.5;3.9;0.012;0.096;0.054;5.6;2.8;1.2;0.4;2.9;112.1;116.5;-4.4;-3.3;0.284
De'Andre Hunter;24;53;29.8;221;6,8;13.4;10.8;0.442;0.506;0.508;3.7;0.379;0.661;0.339;3.1;0.765;0.547;0.5;2.8;3.3;0.016;0.093;0.055;1.3;1.3;0.7;0.4;2.9;114.6;113.9;0.7;0.5;0.194
De'Anthony Melton;24;73;22.7;200;6,2;10.8;9.5;0.404;0.504;0.359;5.1;0.374;0.465;0.535;1.6;0.75;0.529;0.9;3.6;4.5;0.034;0.15;0.09;2.7;1.5;1.4;0.5;1.8;112;106.4;5.6;3;0.205
DeAndre Jordan;33;48;13;265;6,11;4.3;3;0.643;0.643;0.893;0;0;1;0;0.8;0.55;0.641;1.7;3.8;5.5;0.127;0.262;0.196;0.4;0.8;0.3;0.7;1.5;100.7;111.5;-10.8;-3.1;0.132
DeAndre' Bembry;27;56;18.3;210;6,5;5.1;3.9;0.561;0.595;0.768;0.6;0.417;0.837;0.163;0.6;0.6;0.601;0.8;2.2;2.9;0.042;0.106;0.076;1.2;0.6;0.9;0.4;2;110;110.5;-0.6;-0.5;0.111
DeJon Jarreau;24;1;0.9;185;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;100;100;2;0
DeMar DeRozan;32;76;36.1;220;6,6;27.9;20.2;0.504;0.521;0.684;1.9;0.352;0.907;0.093;7.8;0.877;0.59;0.7;4.4;5.2;0.021;0.122;0.072;4.9;2.4;0.9;0.3;2.3;113.1;112;1.1;1;0.308
DeMarcus Cousins;31;48;14.9;270;6,10;9;6.8;0.46;0.517;0.521;2.5;0.303;0.623;0.377;2.6;0.76;0.567;1.5;4.1;5.6;0.103;0.281;0.19;1.5;1.8;0.7;0.4;2.9;113.8;111.7;2.2;0.8;0.267
Dean Wade;25;51;19.2;228;6,9;5.3;4.3;0.456;0.574;0.357;2.8;0.359;0.346;0.654;0.6;0.667;0.584;0.6;2.3;2.9;0.031;0.12;0.075;1;0.3;0.6;0.1;1.7;105.8;103.8;2;0.7;0.107
Deandre Ayton;23;58;29.5;250;6,11;17.2;12;0.634;0.639;0.873;0.3;0.368;0.973;0.027;2.4;0.746;0.656;2.6;7.7;10.2;0.093;0.241;0.172;1.4;1.6;0.7;0.7;2.4;117.2;107.7;9.6;5.9;0.217
Deividas Sirvydis;22;3;8.9;190;6,8;1;3.3;0.1;0.15;0;2.3;0.143;0.3;0.7;0;0;0.15;0;2;2;0;0.2;0.09;0.3;0;1;0.3;1.3;67.2;109.5;-42.3;-9.3;0.149
Dejounte Murray;25;68;34.8;180;6,4;21.1;18.3;0.462;0.5;0.663;4.3;0.327;0.763;0.237;3.6;0.794;0.533;1.2;7.1;8.3;0.031;0.196;0.112;9.2;2.6;2;0.3;2;112.9;111;1.9;0.7;0.268
Delon Wright;30;77;18.9;185;6,5;4.4;3.5;0.454;0.535;0.456;1.5;0.379;0.569;0.431;0.8;0.857;0.576;0.6;2.2;2.9;0.035;0.116;0.075;2.4;0.6;1.2;0.2;0.7;111.6;108.8;2.8;0.8;0.101
Deni Avdija;21;82;24.2;210;6,9;8.4;7.1;0.432;0.503;0.491;3.2;0.317;0.553;0.447;1.7;0.757;0.536;0.6;4.5;5.2;0.027;0.182;0.106;2;1.1;0.7;0.5;2.3;109.2;110.1;-1;-0.8;0.158
Dennis Schroder;28;64;28.7;172;6,1;13.5;11.3;0.431;0.49;0.521;3.9;0.344;0.655;0.345;2.9;0.853;0.539;0.5;2.8;3.3;0.018;0.097;0.057;4.6;2.2;0.8;0.1;2.4;106.9;107.9;-1;-0.5;0.223
Dennis Smith Jr.;24;37;17.3;205;6,2;5.6;5.1;0.418;0.434;0.709;0.7;0.222;0.857;0.143;1.7;0.656;0.474;0.5;1.8;2.4;0.029;0.107;0.066;3.6;1.4;1.2;0.3;1.4;100.7;110.6;-9.8;-3.7;0.173
Denzel Valentine;28;24;9.2;220;6,4;2.9;2.8;0.379;0.523;0.174;2;0.404;0.288;0.712;0;0;0.523;0.4;1.4;1.8;0.04;0.15;0.094;0.5;0.5;0.3;0;0.8;101.9;107;-5.1;-1.1;0.15
Derrick Favors;30;39;16.7;265;6,9;5.3;4.7;0.516;0.522;0.893;0.4;0.125;0.912;0.088;0.6;0.64;0.534;1.5;3.2;4.7;0.079;0.178;0.128;0.6;0.2;0.4;0.3;1.6;95.5;106.5;-11;-3.7;0.131
Derrick Jones Jr.;25;51;17.6;210;6,6;5.6;3.8;0.538;0.59;0.594;1.2;0.328;0.687;0.313;1.4;0.8;0.633;1.2;2.1;3.3;0.068;0.121;0.095;0.6;0.6;0.5;0.6;2.1;112.8;110.1;2.7;0.8;0.119
Derrick Rose;33;26;24.5;200;6,2;12;10.5;0.445;0.513;0.547;3.5;0.402;0.664;0.336;1.2;0.968;0.541;0.8;2.2;3;0.032;0.08;0.057;4;1.5;0.8;0.5;0.6;109.1;103.3;5.8;3.5;0.217
Derrick Walton Jr.;27;3;36.1;185;6,0;6.3;8.7;0.231;0.288;0.316;4.3;0.231;0.5;0.5;1.3;1;0.342;0.7;2.7;3.3;0.015;0.068;0.04;7;3.7;2.3;1.3;2.7;103.5;103;0.5;-1;0.142
Derrick White;27;75;29.3;190;6,4;13.2;10.7;0.421;0.493;0.448;4.9;0.312;0.539;0.461;3.1;0.864;0.549;0.5;3;3.5;0.017;0.094;0.056;4.9;1.6;0.9;0.8;2.3;111.3;106.4;4.9;2.7;0.196
Desmond Bane;24;76;29.8;215;6,5;18.2;14.5;0.461;0.565;0.405;6.9;0.436;0.525;0.475;2;0.903;0.592;0.6;3.8;4.4;0.018;0.118;0.068;2.7;1.5;1.2;0.4;2.6;114.7;107.8;6.9;4.8;0.226
Devin Booker;25;68;34.5;206;6,5;26.8;20.9;0.466;0.53;0.526;7;0.383;0.664;0.336;5.3;0.868;0.576;0.7;4.4;5;0.02;0.117;0.071;4.8;2.4;1.1;0.4;2.6;117.6;108.1;9.5;6.9;0.313
Devin Cannady;26;5;28.9;183;6,2;10;8.8;0.341;0.511;0;7.4;0.405;0.159;0.841;1.4;0.714;0.531;0.2;1;1.2;0.006;0.032;0.019;2;1;1;0.6;1.8;107;109.6;-2.6;-2.2;0.156
Devin Vassell;21;71;27.3;200;6,5;12.3;10.8;0.427;0.516;0.433;5.4;0.361;0.503;0.497;1.4;0.838;0.54;0.6;3.7;4.3;0.021;0.128;0.074;1.9;0.8;1.1;0.6;2;111.2;110.2;1;0.5;0.184
Devon Dotson;22;11;7.7;185;6,1;2.6;2.1;0.478;0.522;0.621;0.8;0.222;0.609;0.391;0.8;0.556;0.538;0.1;0.7;0.8;0.011;0.105;0.055;1.4;0.5;0.1;0;1;109.6;112;-2.4;-0.2;0.156
Devontae Cacok;25;15;8.1;240;6,7;3.1;2.1;0.677;0.677;0.913;0;0;1;0;0.5;0.571;0.675;0.5;2.3;2.8;0.058;0.279;0.162;0.4;0.2;0.5;0.5;1.1;104.5;106.1;-1.6;-0.1;0.122
Devonte' Graham;27;76;28.4;195;6,1;11.9;10.7;0.363;0.481;0.231;7.4;0.341;0.309;0.691;1.8;0.843;0.514;0.5;1.8;2.3;0.017;0.064;0.04;4.2;1.4;0.9;0.2;1.3;111.4;111.1;0.3;0.5;0.191
Dewayne Dedmon;32;67;15.9;245;7,0;6.3;4.3;0.566;0.598;0.687;0.7;0.404;0.838;0.162;1.5;0.75;0.632;1.6;4.2;5.8;0.1;0.251;0.178;0.7;1;0.4;0.6;2.6;109.5;106;3.5;0.7;0.164
Didi Louzada;22;9;14.4;188;6,5;3.9;3.7;0.364;0.5;0.171;2.6;0.391;0.303;0.697;0.2;1;0.517;0.6;1.3;1.9;0.034;0.096;0.063;0.6;0.6;0.2;0.2;1.4;83;112.1;-29.1;-9;0.13
Dillon Brooks;26;32;27.7;225;6,7;18.4;16.4;0.432;0.475;0.614;4.7;0.309;0.717;0.283;3.3;0.849;0.515;0.9;2.3;3.2;0.03;0.08;0.055;2.8;1.6;1.1;0.3;3.3;116.9;105.9;11;6.4;0.283
Domantas Sabonis;26;62;34.4;240;6,11;18.9;12.5;0.573;0.598;0.69;2;0.312;0.838;0.162;5.4;0.741;0.637;3.2;8.9;12.1;0.092;0.264;0.176;5.2;3.1;1;0.4;3.3;109.5;110.1;-0.6;-0.2;0.221
Donovan Mitchell;25;67;33.8;215;6,1;25.9;20.5;0.448;0.533;0.444;9.8;0.355;0.525;0.475;4.7;0.853;0.572;0.8;3.4;4.2;0.024;0.096;0.061;5.3;3;1.5;0.2;2.4;117.6;111.7;5.9;4.1;0.322
Donte DiVincenzo;25;42;23.9;203;6,4;9;8;0.351;0.461;0.232;5.2;0.339;0.351;0.649;2;0.843;0.51;1;3.1;4;0.039;0.125;0.082;2.8;1.7;1.1;0.2;1.6;107.5;111.2;-3.7;-1.8;0.187
Dorian Finney-Smith;29;80;33;220;6,7;11;8.7;0.471;0.595;0.35;5.4;0.395;0.371;0.629;1;0.675;0.604;1.5;3.2;4.7;0.047;0.095;0.072;1.9;1;1.1;0.5;2.3;114.8;110.4;4.4;3;0.138
Doug McDermott;30;51;24;225;6,7;11.3;9.1;0.462;0.578;0.37;5;0.422;0.449;0.551;1;0.784;0.593;0.4;1.9;2.3;0.014;0.076;0.045;1.3;0.8;0.3;0.1;1.5;112.3;114.1;-1.8;-0.7;0.178
Draymond Green;32;46;28.9;230;6,6;7.5;5.6;0.525;0.556;0.688;1.2;0.296;0.79;0.21;2;0.659;0.582;1;6.3;7.3;0.034;0.204;0.122;7;3;1.3;1.1;3;110;102.8;7.2;4.2;0.14
Drew Eubanks;25;71;17.5;245;6,9;7.7;5.2;0.596;0.602;0.791;0.3;0.217;0.938;0.062;1.8;0.762;0.638;1.8;3.5;5.4;0.097;0.197;0.146;1.2;1.1;0.4;0.6;1.7;103.1;115.9;-12.8;-4.6;0.171
Duane Washington Jr.;22;48;20.2;197;6,3;9.9;8.9;0.405;0.5;0.389;4.5;0.377;0.496;0.504;1.3;0.754;0.521;0.1;1.6;1.7;0.004;0.082;0.042;1.8;1.2;0.5;0.1;1.4;110.2;116.1;-5.9;-2.6;0.214
Duncan Robinson;28;79;25.9;215;6,7;10.9;9.2;0.399;0.559;0.134;7.9;0.372;0.14;0.86;0.8;0.836;0.573;0.3;2.3;2.6;0.012;0.089;0.05;1.6;0.8;0.5;0.2;2.5;110.4;107.9;2.6;1.3;0.174
Dwight Howard;36;60;16.2;265;6,10;6.2;3.7;0.612;0.63;0.677;0.3;0.533;0.932;0.068;2.4;0.658;0.657;2;4;5.9;0.12;0.246;0.182;0.6;0.8;0.6;0.6;1.9;109.3;115;-5.7;-2.1;0.145
Dwight Powell;30;82;21.9;240;6,10;8.7;4.9;0.671;0.687;0.714;0.5;0.351;0.908;0.092;2.6;0.783;0.725;2.1;2.8;4.9;0.099;0.134;0.116;1.2;0.8;0.5;0.5;2.7;113.2;110.6;2.5;0.9;0.136
Dylan Windler;25;50;9.2;196;6,6;2.2;2;0.378;0.485;0.291;1.4;0.3;0.286;0.714;0.4;0.833;0.519;0.4;1.4;1.8;0.047;0.146;0.098;0.7;0.3;0.3;0.1;0.9;101.6;101.6;0;-0.2;0.115
Ed Davis;33;31;6.5;218;6,9;0.9;0.5;0.688;0.688;0.786;0;0;1;0;0.5;0.429;0.632;0.5;1.6;2.1;0.072;0.23;0.155;0.2;0.2;0.1;0.3;1.1;99.5;94.9;4.6;0.5;0.062
Elfrid Payton;28;50;11;195;6,3;3;3.5;0.383;0.394;0.84;0.4;0.222;0.897;0.103;0.6;0.375;0.397;0.4;1.3;1.8;0.035;0.115;0.075;2;0.9;0.5;0.1;0.8;103;105;-2;-0.9;0.175
Elijah Hughes;24;36;12.1;215;6,5;3.5;4;0.326;0.413;0.349;2.6;0.263;0.34;0.66;0.3;0.778;0.426;0.2;1.4;1.6;0.013;0.118;0.065;0.6;0.5;0.4;0.2;1.1;98.2;121.8;-23.7;-6.4;0.158
Emanuel Terry;25;3;6.1;220;6,9;0;1.7;0;0;0;0;0;1;0;0;0;0;2.7;2.3;5;0.286;0.389;0.326;0.7;1.7;0.3;0;1.3;60;110.3;-50.3;-6.3;0.189
Emmanuel Mudiay;26;2;5.5;200;6,3;1.5;1;0;0;0;0;0;1;0;2;0.75;0.399;0;0;0;0;0;0;2;0.5;0.5;0;0.5;84;107.7;-23.7;-3.5;0.192
Enes Freedom;30;35;11.8;250;6,10;3.7;2.8;0.526;0.536;0.766;0.1;0.4;0.948;0.052;0.8;0.857;0.585;1.7;2.8;4.6;0.143;0.219;0.182;0.2;0.6;0.1;0.4;1.2;111.6;103.8;7.8;2;0.129
Eric Bledsoe;32;54;25.2;214;6,1;9.9;8.7;0.421;0.475;0.547;3;0.313;0.652;0.348;2.2;0.761;0.514;0.5;2.9;3.4;0.02;0.105;0.063;4.2;2.1;1.3;0.4;1.6;105.2;106.4;-1.2;-0.7;0.198
Eric Gordon;33;57;29.3;215;6,3;13.4;9.9;0.475;0.585;0.376;5.3;0.412;0.466;0.534;2.4;0.778;0.614;0.3;1.7;2;0.009;0.056;0.033;2.7;1.9;0.5;0.3;1.1;108.6;113.6;-5.1;-3.1;0.182
Eric Paschall;25;58;12.7;255;6,6;5.8;4.1;0.485;0.57;0.443;1.9;0.37;0.54;0.46;1.5;0.767;0.612;0.5;1.3;1.8;0.042;0.1;0.072;0.6;0.5;0.2;0.1;0.9;108.9;111.3;-2.3;-0.5;0.174
Eugene Omoruyi;25;4;4.5;235;6,6;1.8;1.3;0.4;0.5;0.286;0.5;0.5;0.6;0.4;1;0.5;0.518;0.5;1.3;1.8;0.111;0.278;0.194;0.5;0;0;0;0.5;100;88.1;11.9;0.8;0.156
Evan Fournier;29;80;29.5;205;6,6;14.1;12.1;0.417;0.541;0.286;7.7;0.389;0.359;0.641;1.4;0.708;0.554;0.4;2.2;2.6;0.013;0.073;0.042;2.1;1.3;1;0.3;2.3;109.7;112.5;-2.7;-1.2;0.201
Evan Mobley;21;69;33.8;215;6,11;15;12;0.508;0.522;0.772;1.3;0.25;0.889;0.111;3.7;0.663;0.549;2.1;6.2;8.3;0.063;0.174;0.12;2.5;1.9;0.8;1.7;2.1;108.5;106.8;1.7;1.4;0.201
Facundo Campazzo;31;65;18.2;195;5,10;5.1;4.6;0.361;0.459;0.295;3;0.301;0.348;0.652;1.2;0.769;0.503;0.4;1.4;1.8;0.019;0.08;0.048;3.4;1;1;0.4;1.9;102.1;110.7;-8.6;-3.3;0.143
Feron Hunt;22;2;4.2;195;6,8;0;1;0;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0.091;0;0.042;0.5;0.5;0.5;0;0.5;72.2;82.4;-10.1;-0.5;0.136
Frank Jackson;24;53;22;205;6,3;10.6;9.1;0.402;0.491;0.386;5.3;0.308;0.422;0.578;2;0.827;0.53;0.4;1.3;1.6;0.015;0.058;0.036;1;0.7;0.5;0.2;1.7;104.1;110.9;-6.8;-3.5;0.203
Frank Kaminsky;29;9;20.1;240;7,0;10.6;7.3;0.545;0.583;0.653;1.7;0.333;0.773;0.227;2.2;0.9;0.635;1.2;3.3;4.6;0.06;0.144;0.105;1.4;0.6;0.9;0.8;1.6;105.5;96;9.6;4.3;0.185
Frank Ntilikina;23;58;11.8;200;6,4;4.1;3.8;0.399;0.484;0.425;1.9;0.342;0.502;0.498;0.4;0.96;0.513;0.2;1.2;1.4;0.016;0.094;0.055;1.2;0.5;0.5;0.1;1.1;106.6;102.3;4.3;1.1;0.165
Franz Wagner;20;79;30.7;220;6,10;15.2;12.3;0.468;0.517;0.602;3.4;0.354;0.722;0.278;2.8;0.863;0.559;1.1;3.4;4.5;0.033;0.106;0.069;2.9;1.5;0.9;0.4;2.1;105.9;110.8;-4.9;-3.1;0.208
Fred VanVleet;28;65;37.9;197;6,1;20.3;16.9;0.403;0.513;0.303;9.9;0.377;0.415;0.585;3.4;0.874;0.552;0.7;3.8;4.4;0.016;0.1;0.057;6.7;2.6;1.7;0.5;2.5;112.2;108.5;3.7;3.3;0.233
Freddie Gillespie;25;9;13.2;245;6,9;2.3;2.4;0.409;0.409;0.857;0.1;0;0.955;0.045;0.8;0.429;0.419;1.4;2.6;4;0.099;0.183;0.14;0.6;0.6;0.3;1;2;96.7;110.4;-13.6;-3.2;0.109
Furkan Korkmaz;24;67;21.1;202;6,7;7.6;7;0.387;0.469;0.413;4;0.289;0.434;0.566;1.3;0.81;0.502;0.3;2.3;2.6;0.015;0.104;0.061;1.9;0.7;0.5;0.1;0.9;108.8;108;0.8;0.5;0.17
Gabe Vincent;26;68;23.4;200;6,3;8.7;7.5;0.417;0.533;0.321;4.8;0.368;0.37;0.63;0.8;0.815;0.551;0.3;1.5;1.9;0.014;0.064;0.04;3.1;1.4;0.9;0.2;2.3;109.1;106;3.1;1.5;0.174
Gabe York;28;2;10.7;190;6,3;4;3.5;0.286;0.357;0.25;3;0.167;0.143;0.857;2.5;0.6;0.435;0;1;1;0;0.143;0.061;2;0.5;1;0.5;2;105.8;120.4;-14.6;-2;0.179
Gabriel Deck;27;7;7.9;231;6,6;2.6;2;0.571;0.643;0.667;0.6;0.5;0.714;0.286;0;0;0.643;0.1;0.7;0.9;0.017;0.077;0.048;0.7;0.3;0.1;0;0.3;100;113.6;-13.6;-2;0.119
Gabriel Lundberg;27;4;11.1;203;6,4;3.3;4.8;0.263;0.342;0.308;2;0.375;0.579;0.421;0;0;0.342;0.5;1.3;1.8;0.04;0.119;0.076;2.8;0.8;0.8;0;1.8;121.4;103.1;18.3;4.8;0.191
Garrett Temple;36;59;18.6;195;6,5;5.2;5;0.376;0.476;0.337;3.1;0.319;0.373;0.627;0.7;0.683;0.494;0.5;1.9;2.4;0.024;0.106;0.063;1.3;0.7;0.7;0.4;1.4;101;114.7;-13.7;-5.5;0.136
Garrison Mathews;25;65;26.3;215;6,5;10;7.1;0.399;0.55;0.138;5.9;0.36;0.163;0.837;2.8;0.794;0.602;0.5;2.4;2.9;0.018;0.093;0.054;1;0.6;0.9;0.4;2.6;110.7;116.5;-5.9;-3.4;0.137
Gary Clark;27;38;10;225;6,6;2.7;2.3;0.375;0.534;0.099;1.8;0.4;0.205;0.795;0.3;0.7;0.547;0.6;1.8;2.4;0.057;0.174;0.115;0.5;0.3;0.3;0.2;0.5;105.6;107.8;-2.1;-0.5;0.11
Gary Harris;27;61;28.4;210;6,4;11.1;9.1;0.434;0.539;0.365;5;0.384;0.454;0.546;1.6;0.874;0.571;0.6;1.4;2;0.02;0.048;0.034;1.8;1;1;0.1;1.8;104.2;110.1;-5.9;-3.4;0.16
Gary Payton II;29;71;17.6;195;6,3;7.1;4.8;0.616;0.679;0.673;1.7;0.358;0.651;0.349;0.8;0.603;0.679;1;2.5;3.5;0.058;0.132;0.097;0.9;0.6;1.4;0.3;1.8;110.6;102.3;8.3;2.5;0.14
Gary Trent Jr.;23;70;35;209;6,5;18.3;15.5;0.414;0.511;0.376;7.8;0.383;0.498;0.502;2.9;0.853;0.546;0.4;2.4;2.7;0.01;0.07;0.038;2;1;1.7;0.3;2.1;113.5;110.2;3.3;2.4;0.212
George Hill;36;54;23.2;188;6,4;6.2;5.1;0.429;0.504;0.461;2.5;0.306;0.513;0.487;1.1;0.919;0.552;0.7;2.2;2.9;0.029;0.084;0.058;2.2;0.8;0.8;0.1;1.3;112.5;100.8;11.7;5.8;0.115
George King;28;4;4.8;220;6,6;0.3;1.3;0;0;0;1;0;0.2;0.8;0.5;0.5;0.085;0;1.3;1.3;0;0.25;0.132;0;0.3;0;0;1;87.8;150;-62.2;-6.8;0.159
Georges Niang;29;76;22.8;230;6,7;9.2;7.4;0.437;0.575;0.257;5.1;0.403;0.313;0.687;0.8;0.881;0.594;0.3;2.3;2.7;0.014;0.097;0.057;1.3;0.8;0.4;0.2;2.5;110.9;109;1.9;0.9;0.16
Georgios Kalaitzakis;23;13;16.4;192;6,7;6.6;5.2;0.463;0.537;0.488;2;0.385;0.612;0.388;2.3;0.467;0.536;0.5;1.2;1.6;0.026;0.074;0.048;0.9;1.5;0.8;0.2;1.5;95.7;124.9;-29.3;-10.3;0.2
Giannis Antetokounmpo;27;67;32.9;242;6,11;29.9;18.6;0.553;0.582;0.617;3.6;0.293;0.806;0.194;11.4;0.722;0.633;2;9.6;11.6;0.06;0.267;0.168;5.8;3.3;1.1;1.4;3.2;115.9;107.9;8;5.9;0.34
Goga Bitadze;22;50;14.6;250;7,0;7;5;0.52;0.565;0.619;1.6;0.288;0.683;0.317;1.9;0.681;0.595;1.6;2;3.5;0.106;0.139;0.122;1.1;0.9;0.4;0.8;2.1;114;116.4;-2.4;-0.6;0.191
Goran Dragic;36;21;23.7;190;6,3;7.5;7.2;0.377;0.43;0.522;3;0.254;0.583;0.417;1.6;0.818;0.474;0.6;2.5;3.1;0.027;0.104;0.066;4.1;1.6;0.9;0.2;2.1;112.1;111.7;0.4;0.3;0.166
Gordon Hayward;32;49;31.9;225;6,7;15.9;12.6;0.459;0.528;0.506;4.5;0.391;0.643;0.357;3;0.846;0.57;0.8;3.8;4.6;0.022;0.114;0.067;3.6;1.7;1;0.4;1.7;110.7;111;-0.4;-0.4;0.202
Gorgui Dieng;32;44;8.4;248;6,10;3.5;2.5;0.473;0.603;0.312;1.5;0.426;0.393;0.607;0.6;0.731;0.624;0.7;2;2.8;0.083;0.238;0.16;0.8;0.5;0.3;0.3;1.2;100.3;109.5;-9.2;-1.4;0.164
Grant Williams;23;77;24.4;236;6,6;7.8;5.6;0.475;0.597;0.329;3.4;0.411;0.403;0.597;1.2;0.905;0.635;0.8;2.7;3.6;0.035;0.107;0.072;1;0.8;0.5;0.7;2.4;112.5;108;4.5;1.9;0.123
Grayson Allen;26;66;27.3;198;6,4;11.1;8.6;0.448;0.588;0.262;5.9;0.409;0.316;0.684;1.1;0.865;0.609;0.5;2.9;3.4;0.017;0.097;0.058;1.5;0.7;0.7;0.3;1.5;112.5;107.5;5;3.5;0.148
Greg Brown III;20;48;13.3;206;6,7;4.7;4;0.426;0.476;0.551;1.3;0.311;0.679;0.321;1.4;0.677;0.515;0.8;2;2.8;0.057;0.15;0.103;0.7;0.8;0.5;0.5;1.9;99.1;116.8;-17.6;-5;0.168
Greg Monroe;32;14;13.9;250;6,10;5.4;4.1;0.561;0.561;0.842;0;0;1;0;1.6;0.522;0.566;2.1;2.4;4.6;0.141;0.176;0.158;1.6;0.9;0.6;0.7;1.7;109.8;108.9;0.9;0.4;0.164
